Rating,Size,Type_of_ownership,Industry,Sector,Revenue,Easy_Apply,Job_Title_simp,Job_Seniority,avg_salary,company_name,python_yn,R_yn,spark,aws,excel,job_state,job_headquarters,age_of_company,num_comp
4.3,5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_engineer,senior,112.5,Genesys,1,0,1,1,0,NC, CA,33,3
3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),1,data_analyst,na,65,Fareportal,0,0,0,0,1,NY, NY,21,3
2.8,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,data_analyst,senior,77.5,Dodge Data & Analytics,1,0,0,0,1,NJ, NJ,9,0
4.5,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),1,data_analyst,senior,121.5,Demandbase,0,0,0,0,0,CA, CA,17,3
3.1,1001 to 5000 employees,School / School District,K-12 Education,Education,$100 to $500 million (USD),0,data_analyst,na,59.5,Success Academy Charter Schools,1,0,0,0,1,NY, NY,17,0
4.2,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,data_engineer,na,85.5,Clarity Insights,1,0,0,0,1,NC, IL,15,0
3.9,501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,0,data_analyst,na,49,Citadel Federal Credit Union,1,0,0,0,0,PA, PA,86,3
3.6,1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,data_analyst,director,161.5,TRANZACT,1,0,0,1,1,NJ, NJ,34,0
3.9,10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,senior,169,Genentech,1,0,1,0,1,CA, CA,47,0
3.9,51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,data_analyst,na,102,Blueprint Medicines,0,0,0,0,1,MA, MA,12,3
4.5,201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,data_scientist,na,157,Demandbase,0,0,1,1,0,CA, CA,17,3
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_analyst,na,73.5,Software Engineering Institute,0,0,0,0,1,PA, PA,39,0
3.8,1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),0,data_analyst,na,168,BioMarin Pharmaceutical,0,0,0,0,1,CA, CA,26,3
3.7,10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),0,data_engineer,na,81,Carilion Clinic,0,0,0,0,1,VA, VA,124,0
4.7,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,data_scientist,na,85.5,HG Insights,1,0,1,0,1,CA, CA,13,0
4.2,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,data_analyst,na,106,Clarity Insights,1,0,0,0,1,CA, IL,15,0
2.8,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),1,data_scientist,na,118,Berg Health,1,0,0,0,1,MA, MA,17,0
3.4,5001 to 10000 employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),1,data_analyst,na,82.5,Edgewell Personal Care,0,0,0,1,0,NJ, CT,8,3
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_analyst,na,120,Software Engineering Institute,1,0,0,0,0,PA, PA,39,0
3.6,1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),1,data_analyst,na,66,AXION Healthcare Solutions,0,0,0,0,1,NY, NY,43,2
2.4,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,data_analyst,na,52.5,Teasdale Latin Foods,0,0,0,0,0,IL, TX,2024,0
3.5,10000+ employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),1,data_scientist,na,80.5,IHS Markit,1,0,0,1,0,NY, United Kingdom,7,2
4.6,51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),1,data_analyst,director,167.5,Mitsubishi Electric Research Labs,0,0,0,0,0,MA, MA,32,3
3.5,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,data_analyst,na,48,iSeatz,0,0,0,0,1,LA, LA,24,0
4.4,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,data_scientist,senior,139.5,MathWorks,1,0,0,0,0,MA, MA,39,0
3.7,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,data_scientist,na,105.5,Applied Research Laboratories,1,0,0,1,0,TX, TX,2024,0
3.8,10000+ employees,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),0,data_scientist,na,85,DICK'S Sporting Goods - Corporate,1,0,0,0,0,PA, PA,75,3
3.4,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),0,data_engineer,na,90,Arbella Insurance,0,0,1,0,1,MA, MA,35,0
3.7,10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),0,data_scientist,senior,139,Swiss Re,1,0,0,0,1,NY, Switzerland,160,3
4,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),1,data_analyst,na,93.5,ClearEdge,0,0,0,0,1,MD, MD,21,0
2.9,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,data_analyst,na,91.5,Karyopharm Therapeutics Inc.,0,0,0,0,1,MA, MA,2024,0
3,10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),1,data_engineer,senior,98,Pilot Flying J Travel Centers LLC,1,0,0,0,0,TN, TN,65,3
4.4,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_scientist,senior,139.5,MathWorks,1,0,0,0,0,MA, MA,39,0
3.4,201 to 500 employees,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),1,data_scientist,na,95,CyrusOne,1,0,0,1,1,TX, TX,23,3
3.7,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),1,data_analyst,na,62.5,Raytheon,0,0,0,0,1,AL, MA,101,0
3.5,1 to 50 employees,School / School District,K-12 Education,Education,$5 to $10 million (USD),0,data_scientist,na,96,Charter Spectrum,0,0,0,0,1,MO, UT,2024,0
3.4,201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),0,data_analyst,na,44,SV Microwave,0,0,0,0,0,FL, FL,32,0
3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,data_scientist,na,76.5,PNNL,1,0,0,0,0,WA, WA,58,3
3.8,1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),1,data_scientist,na,74.5,Fareportal,1,0,1,0,0,NY, NY,21,3
4.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,data_scientist,na,112.5,New England Biolabs,1,0,0,0,1,MA, MA,49,3
3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),1,data_scientist,senior,155,"Numeric, LLC",1,0,1,1,1,PA, PA,2024,0
3.7,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_analyst,director,140,Takeda Pharmaceuticals,0,0,0,0,1,MA, Japan,242,3
4,1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,data_engineer,senior,162,Glassdoor,1,0,1,1,1,CA, CA,16,2
4,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,data_analyst,na,162,Adobe,1,0,0,0,1,CA, CA,41,2
3.1,1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),0,data_analyst,na,56.5,DentaQuest,0,0,0,0,1,WI, MA,22,3
2.9,1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,data_analyst,na,70,Q2 Solutions,0,0,0,0,1,NY, NC,8,0
3.4,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),1,data_scientist,senior,147,Argo Group US,1,0,1,1,0,NY, Bermuda,75,0
4,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),1,data_analyst,na,93.5,ClearEdge,0,0,0,0,1,MD, MD,21,0
4.1,501 to 1000 employees,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),1,data_analyst,na,61,Associated Electric Cooperative,0,0,0,0,1,MO, MO,62,0
3.7,501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,data_analyst,na,71,CALIBRE Systems,0,0,0,0,1,VA, VA,34,3
4.2,51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),1,data_engineer,na,71.5,IZEA,1,0,1,1,1,FL, FL,17,2
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,data_analyst,senior,74,Reynolds American,0,0,0,0,1,NC, NC,148,0
3.5,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,data_scientist,na,107,Esri,1,0,1,1,0,CA, CA,54,1
3.8,201 to 500 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,data_scientist,na,114,Logic20/20,1,0,1,1,1,CA, WA,18,0
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,data_analyst,na,99.5,Reynolds American,0,0,0,0,1,NC, NC,148,0
3.3,10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,data_analyst,director,84.5,Rochester Regional Health,0,0,0,0,0,NY, NY,9,0
4.7,51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),1,data_analyst,na,51,QK,0,0,0,0,1,CA, CA,51,0
4,1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),1,data_scientist,na,109,"Tekvalley, Corp.",1,0,0,0,0,CA, CA,2024,0
3.9,51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,data_engineer,na,84.5,Cogo Labs,1,0,1,0,0,MA, MA,18,0
2.8,201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_scientist,na,107.5,DrFirst,1,0,0,0,0,MD, MD,23,0
3.5,1001 to 5000 employees,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),1,data_scientist,na,107.5,The E.W. Scripps Company,1,0,0,0,0,OH, OH,145,0
3.3,1001 to 5000 employees,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),0,data_analyst,senior,173,DTCC,1,0,0,0,1,NJ, NY,50,0
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,data_analyst,na,120,Software Engineering Institute,1,0,0,0,0,PA, PA,39,0
3.6,501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),1,data_analyst,na,93.5,Riverside Research Institute,1,0,0,0,0,OH, VA,56,0
3.9,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,data_scientist,director,147.5,AstraZeneca,1,0,0,0,1,MD, United Kingdom,110,3
4.3,201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,data_analyst,manager,87.5,OneMagnify,0,0,0,0,1,MI, MI,56,0
4.6,501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),1,data_engineer,na,75.5,Applied Information Sciences,0,0,1,0,0,TX, VA,41,0
2.3,501 to 1000 employees,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),0,data_analyst,na,62,Synagro,0,0,0,0,1,MD, MD,37,0
3.2,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,data_scientist,na,128.5,"Numeric, LLC",1,0,1,1,0,PA, PA,2024,0
3.5,1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,data_scientist,senior,124.5,Brighthouse Financial,1,0,1,0,1,NC, NC,6,0
3.7,501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),1,data_analyst,na,87,Cboe Global Markets,1,0,0,0,1,KS, IL,50,0
3.8,1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,data_scientist,na,76.5,PNNL,1,0,0,0,0,WA, WA,58,3
3.2,1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),0,data_analyst,na,124.5,PennyMac,1,0,0,0,1,AZ, CA,15,3
4.4,10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),0,data_scientist,na,113.5,Pactera,1,0,0,0,1,CA, China,28,3
4.1,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,data_scientist,na,154.5,Netskope,1,0,1,0,1,CA, CA,11,3
2.7,201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,data_analyst,jr,81,Advanced BioScience Laboratories,0,0,0,0,1,MD, MD,62,0
3.4,201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),1,data_engineer,na,109,MetroStar Systems,0,0,0,1,0,MD, VA,24,0
4.7,201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),1,data_scientist,na,110,Systems & Technology Research,1,0,1,0,1,MA, MA,13,0
4.1,1 to 50 employees,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,0,data_scientist,senior,169,CK-12 Foundation,0,0,0,1,1,CA, CA,16,0
3.4,10000+ employees,Other Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),1,data_scientist,na,87.5,University of Maryland Medical System,1,0,0,0,0,MD, MD,39,0
4.3,201 to 500 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,data_scientist,na,115,USEReady,1,0,1,1,0,NY, NY,12,0
5,Unknown,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,data_scientist,na,155,BPA Services,0,0,0,1,1,DC, VA,2024,0
3.2,201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,data_scientist,na,105.5,Porch,1,0,1,0,0,WA, WA,11,3
4.3,51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,data_scientist,senior,153,Factual,1,0,1,0,1,CA, CA,15,1
3,10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),0,data_engineer,senior,98,Pilot Flying J Travel Centers LLC,1,0,0,0,0,TN, TN,65,3
3.7,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_scientist,na,105.5,Applied Research Laboratories,1,0,0,1,0,TX, TX,2024,0
3.8,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),0,data_analyst,na,37,FORMA THERAPEUTICS,0,0,0,0,1,MA, MA,15,0
4.7,51 to 200 employees,Company - Private,Security Services,Business Services,$10 to $25 million (USD),1,data_engineer,senior,138.5,Praetorian,1,0,1,0,0,TX, TX,13,0
3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,director,254,Liberty Mutual Insurance,1,0,0,0,0,IL, MA,111,3
3.9,51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),1,data_scientist,senior,148,Zest AI,1,0,0,0,0,CA, CA,14,0
4,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,data_analyst,senior,94,Novetta,1,0,0,0,0,VA, VA,11,3
3.2,501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,data_scientist,director,194,The Climate Corporation,0,0,0,1,1,CA, CA,17,3
3.6,1001 to 5000 employees,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),0,data_scientist,na,96,Amrock,1,0,0,0,0,MI, MI,26,0
4.1,501 to 1000 employees,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,1,data_scientist,na,73.5,ClearOne Advantage,0,0,0,0,1,MD, MD,15,0
3.9,51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,data_scientist,senior,180,Zest AI,1,0,0,0,1,CA, CA,14,0
3.3,10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,director,254,Liberty Mutual Insurance,1,0,0,0,0,IL, MA,111,3
3.9,201 to 500 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,data_scientist,senior,96,Health IQ,0,0,0,0,1,TX, CA,10,0
3,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),1,data_analyst,senior,66.5,AmeriHealth Caritas,0,0,0,0,1,PA, PA,40,3
4.1,5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,data_scientist,na,85,ManTech,0,0,0,0,0,VA, VA,55,0
3.7,10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),0,data_scientist,senior,184.5,Visa Inc.,1,0,0,0,1,WA, CA,65,3
3.1,1001 to 5000 employees,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),1,data_scientist,na,98,Carmeuse,1,0,0,0,0,PA, Belgium,163,3
3.4,201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,data_engineer,na,78,Sapphire Digital,1,0,0,0,0,NJ, NJ,4,2
3.5,5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,data_scientist,senior,147.5,Sartorius,1,0,0,0,1,CA, Germany,153,0
4,1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),0,data_scientist,na,113.5,Lorven Technologies Inc,1,0,1,0,0,CA, NJ,2024,0
3.8,1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),0,data_analyst,na,60,Associated Banc-Corp,0,0,0,1,1,WI, WI,153,3
2.9,1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,data_analyst,na,61.5,Boys Town Hospital,0,0,0,0,1,NE, NE,46,3
3.5,501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,data_analyst,manager,64,Central California Alliance for Health,0,0,0,0,0,CA, CA,27,0
4.7,51 to 200 employees,Company - Private,Security Services,Business Services,$10 to $25 million (USD),1,data_engineer,senior,138.5,Praetorian,1,0,1,0,0,TX, TX,13,0
3.1,10000+ employees,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),1,data_analyst,na,62.5,Santander,1,0,0,0,1,MA, Spain,167,0
4,10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,data_scientist,senior,128,HP Inc.,0,0,1,1,0,WA, CA,84,0
4.6,501 to 1000 employees,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),1,data_scientist,na,80.5,Beck's Hybrids,0,0,0,0,0,IN, IN,86,0
3,10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),1,data_engineer,senior,98,Pilot Flying J Travel Centers LLC,1,0,0,0,0,TN, TN,65,3
4.2,10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,data_engineer,na,107,The Church of Jesus Christ of Latter-day Saints,0,0,0,0,1,UT, UT,2024,0
3,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,data_analyst,senior,66.5,AmeriHealth Caritas,0,0,0,0,1,PA, PA,40,3
2.4,501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),0,data_analyst,na,52.5,Teasdale Latin Foods,0,0,0,0,0,IL, TX,2024,0
3.3,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,data_analyst,na,45.5,National Interstate,0,0,0,0,0,OH, OH,34,0
3.6,10000+ employees,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),1,data_analyst,na,73,Beckman Coulter Diagnostics,0,0,0,1,1,NY, CA,88,3
3.9,201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),1,data_analyst,senior,47,Signpost,0,0,1,0,0,NY, NY,13,0
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_analyst,senior,124,Software Engineering Institute,0,0,0,0,0,PA, PA,39,0
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_analyst,na,107.5,Software Engineering Institute,1,0,0,0,0,PA, PA,39,0
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,senior,81,MassMutual,1,0,0,0,0,MA, MA,172,0
3.4,501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),1,data_engineer,na,60.5,IntraEdge,1,0,1,1,0,AZ, AZ,21,0
3.8,5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),1,data_scientist,na,121,Juniper Networks,1,0,1,0,1,CA, CA,27,0
4.2,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),1,data_scientist,na,85.5,goTRG,1,0,1,0,1,FL, FL,15,0
3.6,1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),1,data_analyst,na,48.5,San Manuel Casino,0,0,0,0,1,CA, CA,37,0
4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,data_analyst,senior,134.5,Rubius Therapeutics,0,0,0,0,0,MA, MA,10,0
3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,data_analyst,na,27.5,Beebe Healthcare,0,0,0,0,0,DE, DE,88,0
4.7,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),1,data_scientist,director,140.5,Recursion Pharmaceuticals,1,0,0,1,0,UT, UT,10,0
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,data_analyst,na,103.5,Reynolds American,0,0,0,0,0,KY, NC,148,0
3.6,1001 to 5000 employees,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),0,data_scientist,na,107.5,Accuride International,0,0,0,0,1,CA, CA,57,0
4.7,1001 to 5000 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,0,data_analyst,na,70.5,Veterans United Home Loans,0,0,1,0,1,MO, MO,21,0
3.6,5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,data_analyst,director,101,MassMutual,0,0,0,0,0,MA, MA,172,0
3.8,5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),1,data_scientist,na,121,Juniper Networks,1,0,1,0,1,CA, CA,27,0
3.8,501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),1,data_analyst,manager,96.5,Agios Pharmaceuticals,0,0,0,0,1,MA, MA,15,0
2.6,501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,data_analyst,senior,124,Software Engineering Institute,0,0,0,0,0,PA, PA,39,0
4,501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,data_scientist,na,143,Novetta,1,0,0,1,0,VA, VA,11,3
4,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_scientist,na,84,Pfizer,0,0,0,1,1,CT, NY,174,0
3.8,501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,data_scientist,na,107,Legal & General America,1,0,0,0,1,MD, MD,42,0
4.7,501 to 1000 employees,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,1,data_scientist,na,85.5,Rapid Response Monitoring,1,0,0,0,0,NY, NY,31,3
4.4,201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,data_scientist,na,81,Maven Wave Partners,1,0,0,1,1,IL, IL,15,0
3.1,5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,data_analyst,senior,80.5,Reynolds American,0,0,0,0,1,NC, NC,148,0
4,10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,data_analyst,director,172,Pfizer,0,0,0,1,0,MA, NY,174,0
3.5,5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),1,data_scientist,na,96,BWX Technologies,1,0,0,0,0,TN, VA,173,0
1.9,51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),0,data_analyst,na,87.5,GNS Healthcare,0,0,0,1,0,MA, MA,23,0
4.6,51 to 200 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),0,data_scientist,na,140,<intent>,1,0,1,0,0,NY, NY,14,2
4.4,201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,data_analyst,director,140,Acceleron Pharma,0,0,0,0,1,MA, MA,20,0
2.8,1001 to 5000 employees,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),1,data_scientist,na,76.5,"1-800-FLOWERS.COM, Inc.",1,0,0,0,1,NY, NY,47,0
3.6,1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),0,data_analyst,na,27.5,Beebe Healthcare,0,0,0,0,0,DE, DE,88,0
2.9,51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,data_scientist,na,114.5,Affinity Solutions,1,0,0,0,1,NY, NY,25,3
3.2,1001 to 5000 employees,Company - Public,Lending,Finance,$500 million to $1 billion (USD),1,data_analyst,na,124.5,PennyMac,1,0,0,0,1,AZ, CA,15,3
3.4,10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),1,data_scientist,na,101.5,Leidos,1,0,0,1,0,VA, VA,54,0
3.4,201 to 500 employees,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),0,data_scientist,na,95,CyrusOne,1,0,0,1,1,TX, TX,23,3
